電柱番号,設置付近住所,町会名,管理番号,緯度,経度
大蔵120,大蔵町2975,大蔵町,007-016,36.31547589,139.572979
大蔵122,大蔵町2975,大蔵町,007-017,36.3156292,139.5724833
大蔵053,大蔵町2928,朝日町,008-001,36.31602088,139.5740517
大蔵052,大蔵町2928,朝日町,008-002,36.31600424,139.5743566
大蔵060,大蔵町853,朝日町,008-003,36.31567161,139.5711477
大蔵109,朝日町2917,朝日町,008-004,36.3145613,139.5743978
大蔵108,朝日町2923,朝日町,008-005,36.31503511,139.574279
大蔵104,朝日町2926,朝日町,008-007,36.31576063,139.573529
大蔵054,朝日町2926,朝日町,008-008,36.31605557,139.5735478
大蔵056,朝日町2974,朝日町,008-009,36.31610722,139.5726015
大蔵103,朝日町702,朝日町,008-011,36.31547674,139.5743664
大蔵005,朝日町702-19,朝日町,008-012,36.31520569,139.5750117
大蔵005,朝日町702-20,朝日町,008-013,36.31540563,139.5747789
大蔵140,朝日町785,朝日町,008-015,36.31624892,139.5736025
駅西110,朝日町785,朝日町,008-016,36.31662553,139.5740028
駅西119,朝日町825,朝日町,008-017,36.31732069,139.5726814
駅西012,朝日町825,朝日町,008-018,36.31767064,139.5727581
駅西010,朝日町825-6,朝日町,008-019,36.31757708,139.5735402
駅西127,朝日町826-2,朝日町,008-020,36.31726402,139.573558
駅西109,朝日町827-2,朝日町,008-021,36.31704876,139.5735431
駅西110,朝日町831,朝日町,008-022,36.31664048,139.5735389
大蔵057,朝日町839-1,朝日町,008-024,36.31609471,139.5721108
駅西025,朝日町852,朝日町,008-026,36.31648743,139.5709333
駅西020,朝日町852-3,朝日町,008-027,36.31683621,139.5709305
駅西019,朝日町852-3,朝日町,008-028,36.31706235,139.5709333
駅西120,朝日町861,朝日町,008-029,36.31708097,139.5726065
駅西125,朝日町861-1,朝日町,008-030,36.31706989,139.5719882
駅西142,朝日町862-7,朝日町,008-031,36.31735069,139.5720154
駅西013,朝日町863,朝日町,008-032,36.31770317,139.5722578
駅西014,朝日町863-4,朝日町,008-033,36.317707,139.5719464
駅西123,朝日町935,朝日町,008-034,36.31709816,139.5713183
駅西015,朝日町935,朝日町,008-035,36.31771063,139.571424
駅西016,朝日町935,朝日町,008-036,36.31771534,139.5711457
駅西230,朝日町936-5,朝日町,008-037,36.31734863,139.5703777
駅西230,朝日町938,朝日町,008-038,36.31706624,139.5703669
駅西229,朝日町939-3,朝日町,008-039,36.31763891,139.5703266
大蔵102,朝日町702-20,朝日町,008-040,36.31520988,139.5746606
大蔵142A,大町2739,大町,009-002,36.31376515,139.5711085
大蔵143A,大町2739-2,大町,009-003,36.31372101,139.5715684
天明202,大町2739-5,大町,009-004,36.31342439,139.5700869
天明074,大町2741,大町,009-005,36.31361439,139.5709943
天明060,大町2742,大町,009-006,36.31363155,139.5711329
大蔵144A,大町2742,大町,009-007,36.31370325,139.5719379
天明059,大町2743,大町,009-008,36.31361851,139.5715159
大蔵146A,大町2746,大町,009-009,36.31368801,139.5725955
大蔵145A,大町2746,大町,009-010,36.31369577,139.5723103
天明058,大町2747,大町,009-011,36.31359908,139.5719467
天明057,大町2748,大町,009-012,36.31359109,139.5723295
大蔵147A,大町2749,大町,009-013,36.31367219,139.5729867
天明056,大町2751,大町,009-014,36.31357271,139.5727878
天明055,大町2752,大町,009-015,36.31356494,139.5729858
大蔵118,大町2953,大町,009-018,36.31404935,139.573388
大蔵124,大町2994,大町,009-029,36.31494422,139.5712834
大蔵065,大町2999,大町,009-033,36.31408096,139.570737
大蔵064,大町3000-1,大町,009-034,36.31438479,139.5707446
大蔵126,大町3005,大町,009-035,36.31452597,139.571422
大蔵125,大町3007,大町,009-036,36.31455649,139.5708684
大蔵062,大町3013,大町,009-037,36.3148573,139.5707745
大蔵128,大町3016,大町,009-039,36.31448895,139.5701157
大蔵128,大町3016,大町,009-041,36.31467809,139.5700568
大蔵064,大町3016,大町,009-042,36.31442537,139.5705068
大蔵128,大町3016,大町,009-043,36.31474308,139.5703903
大蔵128,大町3016,大町,009-044,36.31475724,139.5705592
大蔵066,大町3018,大町,009-045,36.31421596,139.5707342
大蔵068,大町3026,大町,009-047,36.31389151,139.5707371
天明201,大町3028,大町,009-050,36.31366105,139.5704921
天明061,大町3028,大町,009-051,36.31366104,139.5706893
大蔵070A,大町3028,大町,009-052,36.3137968,139.5702543
大蔵069A,大町3029,大町,009-053,36.31377686,139.5704868
天明062,大町3029,大町,009-054,36.3132161,139.570701
天明203,大町3031,大町,009-055,36.31321602,139.5702518
大蔵063,大町844,大町,009-056,36.31473478,139.5707542
大蔵062,大町844,大町,009-057,36.3150231,139.5707959
大蔵128,大町844,大町,009-058,36.31467258,139.5706257
大蔵059,大町845,大町,009-059,36.31609243,139.5709494
大蔵061,大町845,大町,009-060,36.31537084,139.5708908
大橋南193A,赤坂町961,大橋町(市街部),010-001,36.30944914,139.5665091
大橋290,大橋町1139-10,大橋町(市街部),010-002,36.31577882,139.5688368
大橋288,大橋町1139-17,大橋町(市街部),010-003,36.31512718,139.5689482
大橋292,大橋町1139-9,大橋町(市街部),010-004,36.31558632,139.5684346
大橋335,大橋町1150-5,大橋町(市街部),010-005,36.31448169,139.5683397
大橋202,大橋町1151-7,大橋町(市街部),010-006,36.31468894,139.5690544
大橋201,大橋町1157,大橋町(市街部),010-007,36.31408562,139.5690897
大橋251A,大橋町1158,大橋町(市街部),010-008,36.31395813,139.5689072
大橋204,大橋町1162,大橋町(市街部),010-009,36.31420397,139.5680397
大橋208,大橋町1164-9,大橋町(市街部),010-010,36.3157241,139.5679369
大橋253,大橋町1165,大橋町(市街部),010-011,36.31605539,139.5681735
大橋212,大橋町1178,大橋町(市街部),010-012,36.31504658,139.5663409
大橋260,大橋町1181-5,大橋町(市街部),010-013,36.31564315,139.5645796
大橋259,大橋町1183-4,大橋町(市街部),010-014,36.31537627,139.5647338
大橋240,大橋町1185-7,大橋町(市街部),010-015,36.31539488,139.5641525
大橋218,大橋町1185-7,大橋町(市街部),010-016,36.31533907,139.5645449
大橋219,大橋町1186,大橋町(市街部),010-017,36.31542957,139.5639084
大橋242,大橋町1210,大橋町(市街部),010-018,36.31562205,139.56278
大橋224,大橋町1210,大橋町(市街部),010-019,36.31578392,139.5617839
大橋228,大橋町1214,大橋町(市街部),010-020,36.31589222,139.5611362
大橋229,大橋町1214-2,大橋町(市街部),010-021,36.31595224,139.5607376
花岡020,大橋町1322,大橋町(市街部),010-022,36.31617465,139.5595466
花岡056,大橋町1322,大橋町(市街部),010-023,36.31621216,139.5591589
花岡021,大橋町1322-4,大橋町(市街部),010-024,36.31627268,139.5587842
花岡253,大橋町1323-3,大橋町(市街部),010-025,36.31683594,139.559085
花岡266,大橋町1323-8,大橋町(市街部),010-026,36.317402,139.55907
花岡267,大橋町1323-9,大橋町(市街部),010-027,36.31759034,139.5590611
花岡267,大橋町1323-9,大橋町(市街部),010-028,36.31770284,139.5588716
花岡265,大橋町1325,大橋町(市街部),010-029,36.31716011,139.5590761
花岡252,大橋町1325-10,大橋町(市街部),010-030,36.31652462,139.5591166
花岡310,大橋町1325-12,大橋町(市街部),010-031,36.3166335,139.55888
花岡275,大橋町1325-4,大橋町(市街部),010-032,36.31699788,139.5588424
花岡022,大橋町1330,大橋町(市街部),010-033,36.316336,139.5583776
花岡069,大橋町1333,大橋町(市街部),010-034,36.31649292,139.5575568
花岡025,大橋町1333,大橋町(市街部),010-035,36.3166329,139.5567068
花岡064,大橋町1333,大橋町(市街部),010-036,36.3165804,139.5570351
花岡023,大橋町1333,大橋町(市街部),010-037,36.31641299,139.5580343
花岡063,大橋町1334,大橋町(市街部),010-038,36.31687347,139.5571412
花岡062,大橋町1334,大橋町(市街部),010-039,36.31732896,139.5575267
花岡061,大橋町1334,大橋町(市街部),010-040,36.31762364,139.5580224
大橋261,大橋町1651,大橋町(市街部),010-041,36.31594276,139.560335
大橋440,大橋町1658,大橋町(市街部),010-042,36.31511122,139.5601266
大橋706,大橋町1987-15,大橋町(市街部),010-043,36.31281817,139.5630491
大橋710,大橋町1987-18,大橋町(市街部),010-044,36.31251512,139.563269
大橋709,大橋町1987-21,大橋町(市街部),010-045,36.31231264,139.5628466
大橋711,大橋町1987-23,大橋町(市街部),010-046,36.31243735,139.5626778
大橋715,大橋町1987-29,大橋町(市街部),010-047,36.31291173,139.5623352
大橋705,大橋町1987-30,大橋町(市街部),010-048,36.31275814,139.5627291
大橋714,大橋町1987-37,大橋町(市街部),010-049,36.3125951,139.5624092
大橋712,大橋町1987-48,大橋町(市街部),010-050,36.31237734,139.5622866
大橋707,大橋町1987-9,大橋町(市街部),010-051,36.31288231,139.5634727
大橋712,大橋町1988-6,大橋町(市街部),010-052,36.31240257,139.5620424
大橋704,大橋町1997-11,大橋町(市街部),010-053,36.31307646,139.5626441
大橋730,大橋町1997-15,大橋町(市街部),010-054,36.31338783,139.5624363
大橋702,大橋町1997-17,大橋町(市街部),010-055,36.31359141,139.5626277
大橋702,大橋町1997-18,大橋町(市街部),010-056,36.31362082,139.5625188
大橋701,大橋町1997-22,大橋町(市街部),010-057,36.3137955,139.5626462
大橋282,大橋町2023-10,大橋町(市街部),010-058,36.31546618,139.5623609
大橋462A,大橋町2026,大橋町(市街部),010-059,36.31421577,139.5640473
大橋247,大橋町2038,大橋町(市街部),010-060,36.31481715,139.5641889
大橋719,大橋町2044,大橋町(市街部),010-061,36.31354142,139.5635965
大橋720,大橋町2048-3,大橋町(市街部),010-062,36.31329895,139.5635865
大橋235,大橋町2070,大橋町(市街部),010-063,36.31435277,139.5665009
大橋246,大橋町2071,大橋町(市街部),010-064,36.31502658,139.5642158
大橋137,大橋町2085-1,大橋町(市街部),010-065,36.31324428,139.5668999
大橋143,大橋町2100-20,大橋町(市街部),010-066,36.31268209,139.5661014
大橋142,大橋町2100-36,大橋町(市街部),010-067,36.31280765,139.5663899
大橋158,大橋町2100-38,大橋町(市街部),010-068,36.31256413,139.5665936
大橋152,大橋町2100-44,大橋町(市街部),010-069,36.31228268,139.5662375
大橋128,大橋町2101,大橋町(市街部),010-070,36.31333596,139.5676362
大橋182,大橋町2102-36,大橋町(市街部),010-071,36.3124375,139.5681299
大橋167,大橋町2102-40,大橋町(市街部),010-072,36.3121892,139.5682962
大橋156,大橋町2102-57,大橋町(市街部),010-073,36.31201922,139.5685812
大橋169,大橋町2103-2,大橋町(市街部),010-074,36.31257108,139.5685834
大橋148,大橋町2107-14,大橋町(市街部),010-075,36.31104458,139.5685396
大橋149,大橋町2107-17,大橋町(市街部),010-076,36.31146952,139.5685738
大橋154,大橋町2107-5,大橋町(市街部),010-077,36.31166199,139.5682285
大橋124,大橋町2139,大橋町(市街部),010-078,36.30953358,139.5676401
大橋141,大橋町2172,大橋町(市街部),010-079,36.31037685,139.5688338
大橋118,大橋町2172-11,大橋町(市街部),010-080,36.31025377,139.5684022
大橋120,大橋町2172-20,大橋町(市街部),010-081,36.31001555,139.5687197
大橋116,大橋町2172-22,大橋町(市街部),010-082,36.31053629,139.5689588
大橋173,大橋町2175-9,大橋町(市街部),010-083,36.30994938,139.5695283
大橋163,大橋町2178-3,大橋町(市街部),010-084,36.30921285,139.5691586
大橋115,大橋町2182,大橋町(市街部),010-085,36.31071185,139.5692787
大橋144,大橋町2184-1,大橋町(市街部),010-086,36.31020601,139.5690172
大橋125,大橋町2186-3,大橋町(市街部),010-087,36.31021016,139.5679188
大橋147,大橋町2189,大橋町(市街部),010-088,36.31076679,139.5684499
大橋114,大橋町2189-10,大橋町(市街部),010-089,36.31102127,139.5692885
大橋113,大橋町2189-11,大橋町(市街部),010-090,36.31120878,139.5693062
大橋111,大橋町2191-31,大橋町(市街部),010-091,36.3119878,139.5694109
大橋110,大橋町2194,大橋町(市街部),010-092,36.31223949,139.5694745
大橋105,大橋町2198,大橋町(市街部),010-093,36.31287833,139.5694833
大橋106,大橋町2199,大橋町(市街部),010-094,36.31291581,139.5693145
大橋103,大橋町2201,大橋町(市街部),010-095,36.31309685,139.5689759
大橋103,大橋町2207,大橋町(市街部),010-096,36.31330431,139.5692136
大橋104,大橋町2207,大橋町(市街部),010-097,36.3131635,139.5696083
大橋310,大橋町3213-12,大橋町(市街部),010-098,36.31195352,139.5641438
大橋南321,大橋町3234-1,大橋町(市街部),010-099,36.31058371,139.5643578
大橋南361,大橋町3234-20,大橋町(市街部),010-100,36.30850776,139.5644592
大橋南362,大橋町3234-21,大橋町(市街部),010-101,36.30875944,139.5644367
大橋南364,大橋町3234-22,大橋町(市街部),010-102,36.30937959,139.5643914
大橋南365,大橋町3234-23,大橋町(市街部),010-103,36.30959348,139.5643599
大橋南321,大橋町3234-28,大橋町(市街部),010-104,36.31043484,139.5643652
大橋南366,大橋町3234-40,大橋町(市街部),010-105,36.30996928,139.5643427
大橋南136,大橋町3235,大橋町(市街部),010-106,36.31058261,139.5649526
大橋南114,大橋町3235,大橋町(市街部),010-107,36.31081591,139.5649349
大橋南951,大橋町3235-19,大橋町(市街部),010-108,36.31016596,139.5651963
大橋南211,大橋町3235-20,大橋町(市街部),010-109,36.31002349,139.5650041
大橋南191,大橋町3235-26,大橋町(市街部),010-110,36.30951465,139.5650539
大橋南115,大橋町3235-34,大橋町(市街部),010-111,36.30883549,139.5651136
大橋南116,大橋町3235-37,大橋町(市街部),010-112,36.30847532,139.5651442
大橋南111,大橋町3235-6,大橋町(市街部),010-113,36.31022372,139.5649888
大橋南196A,大橋町3239-19,大橋町(市街部),010-114,36.31062044,139.5665098
大橋南218,大橋町3239-8,大橋町(市街部),010-115,36.30959936,139.5671851
大橋南219,大橋町3240-19,大橋町(市街部),010-116,36.31004712,139.5671476
大橋南190,大橋町3240-3,大橋町(市街部),010-117,36.31079512,139.5670814
大橋138A,大橋町3241-8,大橋町(市街部),010-118,36.31182363,139.5663461
大橋177,大橋町3243-2,大橋町(市街部),010-119,36.3119195,139.5677499
大橋196,大橋町3244,大橋町(市街部),010-120,36.3112334,139.5678485
大橋140A,大橋町3244-14,大橋町(市街部),010-121,36.31188893,139.5682709
大橋176,大橋町3244-15,大橋町(市街部),010-122,36.3116725,139.5677685
大橋139A,大橋町3244-3,大橋町(市街部),010-123,36.31186281,139.5680746
大橋373,大橋町3245-1,大橋町(市街部),010-124,36.31178083,139.5671186
大橋372,大橋町3245-2,大橋町(市街部),010-125,36.3115578,139.5671347
大橋188,大橋町3246-1,大橋町(市街部),010-126,36.31073846,139.5680714
大橋190,大橋町3246-6,大橋町(市街部),010-127,36.31069792,139.56743
大橋164,大橋町3247-2,大橋町(市街部),010-128,36.31058047,139.5678689
大橋168,大橋町3248,大橋町(市街部),010-129,36.31011439,139.56757
大橋160,大橋町3249-5,大橋町(市街部),010-130,36.3095089,139.5687436
大橋南126,大橋町3251-8,大橋町(市街部),010-131,36.30866148,139.567424
大橋南346,大橋町3252-17,大橋町(市街部),010-132,36.30927866,139.5681486
大橋145,大橋町3252-18,大橋町(市街部),010-133,36.30964943,139.5680189
大橋南175,大橋町3252-8,大橋町(市街部),010-134,36.30845317,139.5682225
大橋330A,大橋町3253-1,大橋町(市街部),010-135,36.30925891,139.5687936
大橋337,大橋町3253-5,大橋町(市街部),010-136,36.3089256,139.569235
大橋332A,大橋町3253-8,大橋町(市街部),010-137,36.30841537,139.5688573
大橋331A,大橋町3253-8,大橋町(市街部),010-138,36.30890198,139.5688222
花岡024,並木町1333,大橋町(市街部),010-139,36.31652872,139.5573318
